Dien_nang_tieu_thu_kWh,Nhiet_do_moi_truong_C,Thoi_gian_trong_ngay_h
8.134884730541588,24.11299098879755,1
2.2724155594173405,24.64034679553865,6
8.97931048565479,30.15553120750316,2
5.623751298198682,20.638367111945033,14
8.170681474058593,21.360792233890397,0
9.012867349273186,33.49283582257273,1
3.521033012232707,16.124485897019444,9
1.545493283012929,24.712685968266808,15
2.665384044148446,33.25601600815723,14
4.557523991949435,27.20726015636314,23
8.271140276263685,25.92814148424264,14
8.676940540935263,19.994883584587104,13
0.5660452400463116,21.865509781288964,21
5.352099374486874,32.04096831609386,13
4.465404529913401,26.184362635369162,5
2.6100241994719373,25.294843875135598,13
1.6387209896699866,16.99159427080058,16
3.7073441283344657,15.320563129102462,17
9.457642187168933,34.27370377374098,19
3.570427854197175,22.53972334573683,18
5.428510906561978,27.06426124199009,16
7.17868010950419,16.5943014637457,15
3.9544812226032926,28.662285714460932,7
9.731929785849127,33.651334174119214,6
9.643249301950057,26.513305059948394,19
2.8919318103409593,17.52230644750821,11
5.223860805977662,26.634430549469535,8
3.3583439432593116,30.326944262093047,13
3.205984696585942,23.128330731480375,19
0.8504259998680616,32.59675495882936,0
6.29086117280902,27.97365906714729,9
5.2754507206741845,32.98497836578405,16
0.9890481368748989,27.470106224946743,16
3.1471414102478086,17.625759440096484,16
9.128525916683211,21.19383422210378,3
2.775837961336238,19.03589896504914,16
1.8765012848666194,33.17652995433725,17
5.149801222636849,30.208001345749654,19
9.863679314050707,28.52796737820012,22
2.799525079359254,21.019326392632433,1
6.885287700355846,18.68089544100427,7
7.735386345622817,30.129021759778237,12
2.7575566679277967,24.483158917581594,22
7.418055311812666,19.515791043012584,21
3.9939397608329057,27.332439563305503,19
6.506905390639005,15.806677042769039,21
6.5185322522285,21.52340508256507,14
5.589859498710205,24.371139891822693,19
1.357752815516879,17.959166682188116,22
8.43537370809776,34.69308955181679,8
3.5474106172314905,19.181947291792284,2
2.271925848798615,17.607062600865312,2
0.8873638447702572,19.07069747773793,1
6.113482960288297,30.381222663194485,0
6.936861437501683,23.510113185436857,13
0.6575843748146335,26.30831879505076,16
5.364884053843169,15.420183139727214,12
2.6517098643804107,15.688626171466291,18
6.629141508889774,23.916510996540325,22
2.1564810755474184,31.33310486403247,14
7.063908511973427,32.70477757415131,13
4.173985789855106,16.734131351912804,1
9.398934892998978,25.767262042020455,6
1.8064489693869359,33.264593725585414,16
3.7401303349774557,22.759455087957726,17
1.577998451785596,31.591316628567373,5
9.284589373646346,17.673913087988723,20
8.83472385711932,33.707889793355974,7
2.9504454632939785,30.028466350626054,1
6.7698484373247005,33.82668785573803,0
8.263610901911552,28.53234467105013,15
5.774407710194892,22.268078639988538,6
5.531680494382061,33.76362345049445,21
2.797596763554291,20.51133552618357,23
1.3844762941560425,21.64345044123465,10
9.023549700556604,29.016168360034804,14
9.05397154305164,30.306325990507723,12
6.514463844096046,33.588069676983075,23
3.7207830149626564,19.09604818112419,1
3.8174909588202786,30.95996070438448,13
7.396578949267274,29.77092106793927,23
9.022547469549483,16.275891125071958,5
8.927321030518614,22.74446282420414,8
7.908817685647427,20.655309141201972,6
6.599300638465734,21.08980848708061,17
1.299329667452964,34.658937591094016,23
2.0354727838988307,27.855548269598557,8
9.036264791007254,29.353523155869993,22
6.261076066766105,34.532352746300184,3
0.5873719903579817,22.544035649152775,8
1.463979657227305,31.03680336905612,3
6.80326680652653,23.690619266089907,11
0.5480850465390775,32.39067343629959,3
2.0276764884662373,18.613150826226065,23
5.712970998982568,33.95372354128559,19
7.073004378080586,19.375434168217595,13
6.693631965274705,21.52441013961863,23
2.630558439875318,30.123844682135612,23
7.265702602801591,22.875102831308133,6
2.7538663312196006,27.164227535328934,12
3.591297132513043,23.89147002138857,21
7.591668348621229,29.847398741795637,7
6.671512540948539,19.566625047372217,22
8.56762239969469,16.16915974473754,4
6.747322476853262,20.998587949461324,11
5.8989317316869805,24.486173297368605,12
1.3899102943668784,18.36040104385357,19
3.9933001290646186,22.095945793127775,13
3.0194224929763918,22.99966036587137,17
2.817901612101294,16.14783687376547,23
9.743600270148233,26.66614496368409,19
4.234428384334224,32.68686855942575,3
8.974442274182577,18.03485825906105,20
6.4958169469739975,26.95616026803028,17
8.05070738364566,28.294784098216926,6
5.275052384499325,23.386693608385766,14
5.980586903950411,29.0219517472854,20
5.178918091279207,23.21463086982024,5
2.354808384081423,25.0927457595487,15
7.3632950949843,15.14706089108854,19
3.16733744318813,28.834402282693777,23
0.7310016810988115,28.226853578894488,7
6.631986811118094,15.768017546526892,20
2.182551454366965,22.36500214790266,15
9.434356551352685,34.580636815833344,21
9.562321481524581,23.414731251372338,15
9.191211707094261,25.038908102636835,2
4.016507652426721,33.19860316319437,16
0.6468378570242406,29.345237517315127,8
9.31902634458339,26.64140262248447,2
4.567749409014486,30.95609362682145,19
9.68322078091486,32.28732532911947,6
9.654389782347902,24.137761434745336,17
8.60358982693992,24.502167298636707,11
3.297264474661064,22.721018713036717,18
4.158428421718289,34.334122800369215,15
8.585798379410141,28.943325085807007,21
3.510759048984638,16.664461324161447,23
2.1101810935178786,32.25919246626037,16
5.789611993354327,24.611198816725363,19
9.39347035452742,16.37507812844975,14
7.112283068412244,25.99434510326622,0
5.915581115848967,23.343285579514042,1
1.4231766908223011,32.5549880972525,7
6.342568653642113,19.079892072187747,21
9.9055115759905,31.52929218984366,1
1.8307981447469783,26.153773823709052,18
5.424131697455499,16.09220606426938,8
8.835044183315576,34.43690602650969,8
7.537301868664942,25.252304882064,12
7.121649539455046,20.81753708463165,5
7.173598797877538,24.38813683978516,14
3.915165936587674,32.15715567034978,18
3.289122520512687,21.09806248770127,20
8.18893097704588,18.853527929734007,14
8.196077249452216,17.58142493861763,17
8.737187026510986,20.957187967804224,6
9.175785249286477,30.60096174080087,10
5.357752789178909,24.432527303905232,7
5.264404799528396,19.5496320738708,5
8.083804200184364,18.323699992194985,7
6.674657342388769,21.65458953020758,1
7.168685333948182,33.798487457714174,18
8.06003035964296,21.860534251800487,15
8.95505074726688,34.7624815190927,6
3.7109539900895903,24.70460911530712,9
4.068038050079468,18.583278365803018,11
1.3928284284882555,32.82280183587019,16
5.993661339463653,24.207107462696538,6
0.8414516010690498,29.19342687009049,21
4.923181172258372,34.67423166418304,7
5.655124029721978,16.00350700639948,6
3.222141895218702,16.933891195751343,3
6.112915975405603,29.409134829255123,2
0.7897523744209696,20.636500065909438,18
0.854807793117537,18.68602793900198,14
8.314705326266754,15.78723759639459,3
3.9218110934069976,15.436934239724035,8
1.7070748701929055,30.489712062395817,12
5.461310970520642,17.688668547391,17
7.8149387544368025,24.35441231942302,20
2.55029976122001,27.11793630358966,15
6.417459520280502,23.567036011376924,0
1.310800917440796,15.542133046724661,3
0.9909763511017731,30.670030051758175,17
5.547868999897406,15.210264490833069,7
5.6360336552960115,30.237797887549682,19
6.555584064232963,32.866089875762455,15
7.397867670365285,23.656798421143446,20
9.770594754894079,25.710849461955966,10
5.404853308861355,24.539667852353077,19
3.5680864929418368,22.784172372468774,20
8.054268850302684,32.74849070740721,20
3.072906386989705,32.878670213399815,20
4.670228496703543,21.71632729283069,18
1.2453356227515266,27.301395080293958,22
0.7408320624468463,33.53815124291728,18
9.645159939440289,34.24116997882703,17
8.441811144865955,25.17918080844095,18
7.111754957890131,24.056496105686534,10
4.385052971935564,20.573886318570516,2
2.146296040673035,34.177437463808204,7
1.9861519053753174,17.85628608945735,19
2.8773075325636555,26.5965915209545,18
5.717653314708144,20.651005350372778,9
7.2886612656505925,20.580165806955932,15
6.771875078818447,23.09937174752377,4
3.159372020986457,34.97585871631309,19
9.571220166300344,16.099326136796442,8
7.510020708609801,26.57083636407063,7
5.766363498858307,16.651443160705544,10
6.311347089226346,18.09041659981038,15
4.486200593064004,23.791258835457974,6
2.853444400260996,25.20920262692883,14
3.881740447186985,20.175848167290482,23
7.699538049411506,21.329142617488323,20
0.6367381419826807,16.73934040511866,19
1.6026900848157042,21.06439567688501,22
0.9370250992066511,34.33116878761088,16
0.8869236220302164,33.894147633449634,5
8.626875548104568,21.6975658027397,14
7.184749664110225,26.41707872557523,7
5.00465137632959,33.19190782221889,6
1.429424526184514,15.123676452817934,1
5.1703508136099074,31.213671406751835,12
4.997981822415374,33.96739105577838,22
2.145417764145144,16.826514686671143,5
4.621590667760744,18.22895372065842,4
4.285794976775048,34.21492605542711,19
6.350575931496056,25.750802872806926,0
6.533389683242616,15.283932689434474,17
0.9303880928344229,20.15263997527058,14
4.058819838951477,23.998873485377192,22
6.445669199285246,28.858178220495354,9
5.2797944565108335,29.66320756273599,2
8.636653491289062,34.90843025850912,4
6.757589500379978,20.75022398767518,23
2.047877057273582,25.764402037369507,12
1.1704031003040836,25.6664709571921,7
6.6029831429599986,23.11290518894475,21
0.7518574501454072,18.383237876848405,20
6.064868022097901,34.549131263676855,1
9.432187293537098,32.06634373333172,8
5.96700468982085,24.966660565884744,16
4.187614298961958,27.064908453680594,17
6.611238075202355,19.545221071193247,12
4.853402459669408,25.875741407834937,0
5.683359498501382,28.899402662429516,11
9.44391568337699,25.303340567731777,19
4.167975059107356,34.80570341169883,19
9.631310356327186,27.226833124954524,20
9.100831098582606,22.419474251843383,4
2.3600157804983164,30.443040552316763,7
1.1589323583140718,18.40925023163284,14
1.4573910130855532,22.69031627412533,2
0.6731073436897224,21.939179007551715,5
1.3972081271813197,23.636141902155543,12
6.98856434745539,30.635596518574527,11
1.1762921603721754,24.68346064326815,18
3.530268487790732,30.880289005319256,17
8.526315454209819,26.52977806279732,23
0.7210833894903457,21.841388693151107,0
8.237450584594889,31.199574873669448,6
3.1776203603472992,19.765793411061832,11
1.6225658624057344,19.487659595995908,9
7.119003070959431,25.090058481096715,11
6.474957044408898,20.216984919241778,10
8.835984128507002,15.181740699024326,3
7.483174916136915,27.96595054597603,18
8.133068838656062,25.22187642944796,5
3.1793284394274117,23.910356289863223,8
2.185675665907367,34.33937029236631,19
7.6308401405881545,26.423983679258274,9
8.164930023039009,32.26863155578769,4
9.909798849006396,17.789004724103204,12
4.419867930658551,26.38412926258855,8
4.03417181503144,32.35959253461806,1
7.87592312704897,26.66211514559796,17
3.7376336324036696,29.36028356254003,20
9.342194593233865,22.44087135624415,0
8.654921142508613,16.84899034074133,23
4.575443260062674,24.15800590254143,20
7.633275144019225,22.88958781677715,11
7.668157303804482,32.34120364757895,9
1.4796767539413598,19.879906047049445,1
9.074252613455883,34.334684550702164,8
5.299897538254643,34.162762396089924,1
8.351345928023544,19.952632861428775,22
3.5404712097908115,21.96103910954641,23
9.007470670713904,32.911114817477696,21
4.19741594797455,34.33244441792215,13
0.6029576890628344,23.86878205672088,10
9.101128775983005,21.419940912817957,22
1.3672234294682688,25.52188026503084,10
3.533479557108941,28.755384127314695,16
9.525588686982648,20.469490307499598,3
9.530767895906783,29.729463492381456,12
5.947659937171218,16.03314714229282,6
6.502453515613093,15.98588985528833,15
4.760232458794038,22.725754102910905,0
3.285502331131613,22.06946384121441,12
3.6223131810142015,21.312664307343045,0
6.888925332731865,24.8203952533782,10
7.64755802965796,21.414671646231426,5
8.02000091539556,18.84515836936184,19
8.001372356548263,21.189390981772018,2
1.3664579789625586,34.4980854562047,11
5.196992894674524,23.22226833989697,4
1.0468082201581206,23.894255537166714,8
5.720524382075488,26.530899799022798,11
4.694539763047081,34.66681536828453,9
8.933189736203849,19.83202552871526,18
3.8336926192447476,28.625642210648678,4
1.6121366560622556,29.319693870834485,4
1.8584209795019406,27.14648833586132,8
7.734351001315987,16.77156679273288,19
6.37307160150448,28.53744551655153,16
1.4606654231665073,16.28189422072351,9
1.2990146580924757,26.92285299099794,20
7.1592067488616395,29.791623544434852,0
1.1912485604598384,19.21939781239901,21
8.307670563258384,31.832440150855483,15
7.209301157986714,15.607076110660085,14
1.2728134160980478,31.87625727316612,22
1.305958283809323,24.206581012855303,16
9.873075995761166,19.35175879863289,19
4.055572559683143,17.67556289987936,12
4.021100397135464,34.066143351647455,0
8.221595888946275,16.453311751623133,7
9.498861485146657,18.981868398718515,4
9.867010106317274,21.95644694866092,5
7.657092759959945,27.404696979222408,22
4.074466062543699,25.896021705521967,19
1.2932568086373533,17.51286984824628,13
7.882895701310649,20.794559674764294,21
5.804840372490148,19.77503542172048,22
4.530109087846275,19.270857089806828,10
9.110366658399991,23.222886729599743,5
1.5563760819084378,29.08062905183314,10
5.179938490763162,19.34905864434472,12
0.6078596252904811,22.333577594059626,11
4.9522760989442,22.818348536823244,21
1.034881118977455,34.5291305887082,1
1.6287702045466832,34.093327137581376,20
1.6164993443824964,31.002751655041518,2
6.667497870102604,19.833178416383703,22
7.587426353021521,16.360746281833393,3
6.0420032684230165,21.338082754412497,16
9.640639210508148,20.335890988676617,21
4.061270505475189,25.118516002927876,5
3.214264819677677,30.55455820135586,6
8.751691717799872,32.16645877757716,14
2.6241604659348,31.89728170821017,10
9.650614124685807,22.193511224461353,23
0.6154675095532552,28.74468686921366,2
9.71384885372257,21.2566839504844,5
0.9100191635304731,16.218110864703654,1
8.965859580131676,29.031305312058848,13
5.513160536319849,15.196551051395756,8
9.933165563133354,23.18365174916977,17
1.2010673649862893,21.587585386041514,18
5.761615701812548,28.86755077037705,11
9.70837408838144,30.324909455207578,12
5.469429519616414,21.081892719425674,11
6.479287062284994,31.23254028889707,11
7.109612545353863,20.878335210098676,17
4.818140115293845,23.926527199731225,8
6.461801760798602,29.54037054028268,16
6.0509859632694525,28.858404584495773,20
9.061001099664395,34.747369446244,15
0.9317406132438497,19.50322048431864,16
3.169150301126188,28.246358270791646,20
9.528909098727308,27.193638165515548,23
8.957505946963705,33.30196908980059,7
4.828739151464273,18.1272428328975,10
6.391259679114599,30.03596327173866,23
3.1351212383207603,26.36537232537537,1
2.2871510173757326,20.49331739575811,7
4.905134846929831,24.48869828294348,11
3.856846166247502,21.675531941395956,20
6.044733062583285,26.586268055769217,0
1.238479051167356,32.780012216293315,22
9.756750672828582,26.38609968824404,12
9.869002072556228,27.63444836653168,21
7.132536283187579,25.37495694229419,20
5.592915480269144,16.023310128909518,16
3.4405123547201137,19.657171137521885,13
8.231052687216012,24.840034588641657,13
7.004946139261853,21.204705674894093,15
2.044860923776467,18.635271955223885,16
9.153808252691503,25.082656838368766,5
8.314103807770106,21.456195868957007,6
9.523099176273279,20.162152863468293,0
7.39433532968942,24.279708348807617,14
6.327444361390004,17.665685161643463,19
4.473308844760879,33.55491466150815,20
9.360920591863126,32.354041958384784,17
8.727606950253879,29.152411714810707,12
0.9295773660087994,17.124276551769125,23
0.750486257723894,30.51754508939386,1
4.076401985341471,31.15914656218038,18
8.200256642427412,30.355292354286753,14
9.879123228491972,17.279317742384823,11
1.9289604654835177,27.878159141355294,14
6.144241795845284,31.686495914987972,17
4.118463137994704,26.547068024393354,13
9.71418677923873,27.928147504561778,5
8.500129769789233,24.167269588526125,11
8.46412269475581,25.57414639768105,19
4.9525850180522175,15.687537167034504,22
4.440785272207819,27.77926043946569,5
3.097367183341709,16.628944257823186,8
1.0355672181838076,23.700291886804468,3
8.714862574423005,20.85310195334816,16
8.222559586735738,25.908559004234263,1
9.99731789621824,17.668326710464143,15
9.9680499522021,28.832868039466362,23
5.776601203224961,30.900230738569405,13
7.805380444214849,18.26708899486313,7
9.475274433883067,17.086261747037643,13
8.57165021143541,17.910309655747184,1
2.8498069665603776,32.54255123797003,15
4.780169285445888,25.563785235127124,3
1.7270144439392023,24.34521992015005,0
9.563484758957863,17.134236382047085,22
6.25865902728336,27.991120135139234,19
2.672106652282896,32.3599918379018,13
6.881156501855639,31.563717386469058,7
6.37221828435001,27.521094179616025,2
3.9025458213119846,16.505574333033472,4
1.5787971258964757,17.247940543520258,5
6.879945358131597,15.986179742196494,21
5.442923158586036,20.149584329849386,7
7.837024721488573,17.713229343207555,5
5.441553260563937,20.200960805048677,5
8.59572425302613,22.701161114379232,3
5.743114968357613,33.85965568142271,6
5.82891072958617,27.20752119563384,23
8.828209225254279,31.699475713659247,18
4.333087229017772,29.207030014246644,6
1.773144670281087,17.250062610532634,2
0.7734354249767202,29.718408127478977,7
7.673803928899381,20.501977631182488,0
6.392940737857915,27.78215693989413,0
7.188757796942624,21.81923947285977,13
2.523159534334652,34.95344526529318,5
1.7955290180743129,20.27102958993556,9
0.6381743238448783,20.582609415485393,13
3.8305818086626715,33.61344511124797,3
6.104218025119014,15.492888092726453,5
4.226318428447457,28.933779757463938,15
4.656011759225426,29.506527814717565,20
9.08950759769061,31.727571548207987,0
3.8084269367213532,34.48878621276951,5
5.382900147018202,34.512038383133046,8
7.944703621040859,16.305535151329277,14
4.267156432052067,31.43678645505805,11
6.409823652164798,27.926198673147624,2
8.69245523309408,27.946842687461825,10
9.5204459247476,17.566998532293894,14
1.8971980688258605,28.003743328913068,2
9.302582439034197,34.649651612024954,13
5.175104784255613,33.23637139078894,1
2.9533216888401044,23.782613216097012,3
4.861789684263482,15.798959465721886,18
9.810309465212033,22.245869800004098,11
5.179871892932261,31.527806232011105,1
3.623140297731328,29.02998202930332,16
6.517308116008895,24.18687311187913,2
2.7813833783928343,16.102030703176624,9
1.2207016170323073,23.537894556466053,15
1.7243573581511678,24.38049879435767,21
1.7164354700988382,33.57111065788272,8
1.9430755883667963,27.821722071643187,10
1.8188581401693962,21.233058333092977,20
6.588310075630539,25.506365289014425,14
2.2278608017918757,16.3211061564432,2
3.7838391915767007,34.45136471299473,15
9.019489894107112,22.20119803861452,20
5.0026355824972875,24.557347098262717,20
6.841798515949758,22.105679484738452,20
2.1370387764154835,28.650234602324005,11
2.3267456786823724,28.24464316659186,22
0.8882518545315492,29.306446210582713,4
2.104883099185563,20.362864592238417,6
3.146608220803607,21.313369623281318,8
2.1815996006290947,17.505024621924157,20
1.3426740706920284,28.11019943692225,17
1.6460407754557078,15.79594254671305,20
4.877398296310895,26.95364671046918,7
2.460170324855029,32.39391769703268,11
3.9605636799567168,32.81664296579267,19
5.28246407312114,23.980755207399234,1
7.058750871978971,24.186073764261476,9
0.8734653284904399,16.539383660160347,18
8.094398789635905,28.415300508860714,8
6.465053700163624,31.42518840745691,23
1.2767108035142831,19.893101092094263,7
8.798996929014384,23.426017632667293,23
9.248287805052225,31.776786735305407,23
1.0802406186212057,32.54240935324576,23
3.130337657398435,19.86359960528452,0
8.158912158034083,26.011412690827285,5
7.608467058644754,18.84986301271654,11
2.2529496838855847,17.03757528279113,23
2.488818571698748,33.222410027839146,18
4.019484976518129,31.410150084642183,16
5.102968359314703,30.20069803606348,1
6.373420329537812,15.975326376262808,10
4.004679575912838,31.874575854205148,17
4.894079803264905,23.760881518107674,22
7.600973912270687,21.847902465917194,21
0.84849042746068,25.92952722050753,10
2.898150971268197,16.827064854471118,17
7.276821065903248,30.132930987047978,7
9.004464958028393,26.648701537765916,14
5.360935700098828,18.731801937463352,8
5.5550781100204984,18.76464399538091,14
1.5181341077278725,18.684973031453485,6
4.750417484822819,16.14004775103868,19
5.55986403132272,26.755968987433697,12
2.803469784529932,31.806963551770163,12
3.057810694019119,15.349964279747772,0
4.084199549493915,15.980092899425472,19
0.6906763788884005,26.455405533738915,3
3.559752073040194,31.389913707721046,23
2.508756066467174,21.53477781137267,3
3.611224845690189,21.992287976154444,3
1.6377402522828866,26.92692994993552,12
8.960009167029002,20.484257782482942,1
6.139128308763462,15.532167321553683,22
6.951472031872651,29.704570362031923,14
7.997126766769714,27.512998258829064,3
5.235200889826044,26.615119981113182,5
1.325742736830525,29.833682579836463,2
5.602512147276204,28.50461675124075,6
6.074990621198352,19.117639763566423,5
7.581675004751135,22.049620938867022,2
4.600765689181954,17.5222028335725,3
1.7120128765578557,17.59714026835762,9
3.1958711050878823,28.523914927130782,20
3.9492818157870335,32.17200213964996,8
6.636213792650212,34.25465167722278,5
5.922393894354663,27.56694235098889,19
3.8829188960295395,18.68202646721914,10
9.871894863533306,17.113006908978615,6
6.254860783890428,31.257019430735156,17
2.7536545214919474,26.575129527199984,3
1.4669334898938355,27.365700420274397,4
1.9521618222511543,30.629241775094187,3
2.836598419652827,29.06554455464903,3
2.026473045965779,31.689165057121933,12
2.2723867284874046,16.12427810919757,15
3.2084041025915475,29.950412734930097,13
2.147049155300171,32.017055146441905,10
9.01927153395104,20.722700849166287,1
1.2622205837856009,27.80894547986506,21
5.48285820091742,21.283241276739442,13
4.398769856401785,34.15942132964908,23
9.83259686063176,15.668471448710076,23
1.5643695705964973,26.5958568766591,6
4.279628190934545,18.330070940990304,10
9.709969116116005,29.244404103543175,3
8.722317695992812,18.517805668373242,6
8.262184674018158,19.707665237967152,15
2.9500768569269282,24.887416220915163,5
2.1234320802056255,33.29669899993756,5
6.852110589282095,19.234287442959417,1
9.329071896712065,17.88480042236207,23
5.789247483632333,30.179536637080613,7
5.930320549964049,25.012390646678618,6
3.1598013897726998,33.23570224763543,23
7.810182865323401,17.932291143196846,13
2.276915611296472,27.918557860460787,8
3.574952745840315,19.6575829230363,14
4.541646166855959,18.135208573032784,21
5.322298597502323,28.668588303145413,17
2.8028924579432624,26.873692398174665,11
1.5909498350224336,30.096549167246625,22
6.30089040319551,21.18925152892365,18
3.24199025578243,23.9594331276438,12
6.021763103514816,23.10943352660837,6
1.966445795104922,34.68178927933029,9
5.070830967620766,20.844979134787756,9
5.559599609240066,20.896344766935336,1
0.9923235998130556,22.090964176572147,13
3.6977406428422457,26.291881625806433,12
1.7769394309202553,20.046454885274905,21
1.1020622194912937,33.305798807585475,5
9.90462220770448,20.31371129732527,8
3.5623615272598683,32.91631463120389,12
8.193807235619031,17.069501272931692,8
2.919086220255757,28.131254047993046,12
6.974275861127328,33.139710368764874,4
7.722164668952022,18.37498876796459,13
6.158568035774521,34.3665392019851,4
4.979973791226504,24.057667208310235,8
4.412488684399051,33.91430216882049,7
3.814248532158455,28.53640087260094,6
9.330526870354346,21.03173739747103,7
8.390884373983427,18.76605049834213,21
9.66775565133187,21.07470092450199,2
1.680823623112675,16.8603481852535,22
7.44324101443462,17.877359326866596,23
9.41423433979986,17.093208806929624,14
2.2217141285737716,23.458870874831156,7
1.1317145399843862,30.911567525151728,0
7.540646168255561,17.827671084326802,6
5.957494575209163,17.606408663446718,18
8.497373379203584,27.868578990346613,1
1.8278375779497502,18.943659639361325,13
8.055039462668958,16.95220076217983,17
2.415459540453573,18.336971564111554,14
2.054731457224193,33.47462791753552,13
2.060525080344433,31.429425055523815,23
8.238459842198129,22.08129124710188,18
6.819373596613901,28.116415346547857,18
5.469121535306634,25.74551347336076,21
3.9088895991732735,28.54248526965128,16
8.83340513772453,28.65342304925519,21
4.228228520515036,27.57468030119986,18
8.257694674979982,20.32202737074617,15
4.671781631417075,15.780128415256362,19
4.080972079536622,24.111335639802178,18
4.895457963861261,32.81947769381408,0
3.36308980455935,26.38994517037152,18
7.602289111674386,31.647820834038157,6
5.275843705878552,34.83248685922456,22
2.7060206038947645,18.272324082765525,10
9.0459584461084,28.835552782839645,4
4.146966603045509,28.485871474000493,16
5.663752180582891,34.59910894716557,10
9.111485054163197,34.71201467905601,23
6.430260961182925,28.73357223448259,7
1.6105313867294586,19.872295839643886,9
9.428405174328013,30.97111676261198,11
6.463226504178469,17.14058268422076,9
3.681603339242318,30.61398608343257,12
1.823084690302179,33.20392248289393,17
8.043239298067812,22.656667895368706,9
6.390691181320879,27.61270589966161,18
5.567880373775054,23.602854641936524,19
8.991979538984097,23.75530109976257,16
7.991673506633042,21.207417782162402,19
